Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,gene_name,gene_gi,gene_beebase,gene_id,product
8348,XM_026445457.1,0.930101753,0.973665455,0.026349135,0.300388634,10.38668831,0.108488281,0.001527136,0.133822861,0.100799748,0.133822861,LOC552800,LOC552800,GB50031,552800,"PREDICTED: Apis mellifera metal transporter CNNM4 (LOC552800),"
8349,XM_026446262.1,0.93032305,0.973743419,0.043032239,0.49214351,9.837826905,0.291201814,0.002923997,0.360383855,0.110623389,0.360383855,LOC726685,LOC726685,GB14946,726685,"PREDICTED: Apis mellifera protein AATF (LOC726685), mRNA."
8350,XM_006566645.3,0.930436639,0.973743419,0.021795422,0.249674093,11.39212353,0.01644926,0.000671663,0.019711773,0.092834066,0.092834066,LOC552744,LOC552744,GB45254,552744,PREDICTED: Apis mellifera ATP-binding cassette sub-family B member
8351,XM_001120665.5,0.930510503,0.973743419,0.033134244,0.379968704,10.31114831,0.173580823,0.001804539,0.214759786,0.101837612,0.214759786,LOC724768,LOC724768,GB46601,724768,"PREDICTED: Apis mellifera uncharacterized LOC724768 (LOC724768),"
8352,XM_026439152.1,0.931080263,0.97410636,-0.072225218,0.835110948,9.820895523,0.838457299,0.002511117,1.043604326,0.111021601,1.043604326,LOC410087,LOC410087,GB45906,410087,"PREDICTED: Apis mellifera uncharacterized LOC410087 (LOC410087),"
8353,XM_623921.6,0.931033424,0.97410636,-0.027281584,0.315231139,8.866951848,0.113600642,0.004374285,0.13734741,0.144681721,0.144681721,LOC551526,LOC551526,GB48676,551526,PREDICTED: Apis mellifera G protein pathway suppressor 2
8354,XR_003304339.1,0.932288254,0.975179798,0.135811211,1.598414377,4.181531457,3.071447631,0.207709191,3.62468359,1.099241853,3.62468359,LOC102656644,LOC102656644,,102656644,PREDICTED: Apis mellifera uncharacterized LOC102656644
8355,XM_003249947.4,0.932329467,0.975179798,-0.024321899,0.286428535,9.498788209,0.075769383,0.003312213,0.091177683,0.119749745,0.119749745,LOC100576272,LOC100576272,GB55918,100576272,PREDICTED: Apis mellifera tRNA-splicing endonuclease subunit Sen34
8356,XR_120184.4,0.93270995,0.975461016,0.163047825,1.931027335,2.455025737,4.482615259,0.431562103,5.161737749,2.498429681,5.161737749,LOC100576913,LOC100576913,,100576913,PREDICTED: Apis mellifera uncharacterized LOC100576913
8357,XM_016917836.2,0.933210221,0.975663587,0.124589407,1.486630483,2.281662508,1.428394017,0.604002744,1.175668832,2.711102548,2.711102548,LOC100578389,LOC100578389,GB53886,100578389,PREDICTED: Apis mellifera uncharacterized LOC100578389
8358,XM_006558574.3,0.93331431,0.975663587,0.025762129,0.307880801,9.015949933,0.038896896,0.004644305,0.043727933,0.137541577,0.137541577,LOC410763,LOC410763,GB47689,410763,"PREDICTED: Apis mellifera deoxyhypusine hydroxylase (LOC410763),"
8359,XM_001120973.5,0.933685156,0.975663587,-0.062827474,0.755053944,4.909495285,0.302892433,0.076436337,0.30069897,0.77872335,0.77872335,LOC725084,LOC725084,GB49830,725084,"PREDICTED: Apis mellifera uncharacterized LOC725084 (LOC725084),"
8360,XM_006560684.3,0.933657036,0.975663587,-0.028505564,0.342431319,10.13291131,0.14095482,0.00173464,0.174154172,0.104647792,0.174154172,LOC551551,LOC551551,GB49492,551551,PREDICTED: Apis mellifera pre-mRNA-splicing factor Slu7
8361,XM_026440419.1,0.933624793,0.975663587,0.135716184,1.629536032,3.17017317,3.19199088,0.485333445,3.497748074,1.780078791,3.497748074,LOC113218745,LOC113218745,,113218745,"PREDICTED: Apis mellifera ankyrin-3-like (LOC113218745), transcript"
8362,XM_026442311.1,0.93351134,0.975663587,0.025809667,0.309365097,8.975533247,0.043106653,0.004176072,0.049457442,0.139384073,0.139384073,LOC100577053,LOC100577053,GB41782,100577053,"PREDICTED: Apis mellifera glycine dehydrogenase (decarboxylating),"
8363,XR_001703881.2,0.933559427,0.975663587,-0.103180542,1.237660886,3.141809704,1.84135923,0.374792147,1.922914556,1.804262859,1.922914556,LOC107964821,LOC107964821,,107964821,PREDICTED: Apis mellifera uncharacterized LOC107964821
8364,NM_001220487.1,0.933908584,0.975663731,0.090445689,1.090649791,5.715134456,1.429874488,0.066837685,1.717437766,0.535550858,1.717437766,LOC724541,LOC724541,,724541,"Apis mellifera peroxidase (LOC724541), mRNA."
8365,XM_623313.5,0.933823004,0.975663731,0.097619729,1.175632984,7.808612629,1.661394379,0.010781583,2.062387786,0.219127796,2.062387786,LOC550920,LOC550920,GB53147,550920,PREDICTED: Apis mellifera cell division cycle protein 16 homolog
8366,XM_001121371.5,0.934177515,0.975828031,0.038027575,0.460437748,10.44912321,0.254837332,0.001780966,0.316223413,0.100004027,0.316223413,LOC725538,LOC725538,GB51118,725538,"PREDICTED: Apis mellifera 28S ribosomal protein S28, mitochondrial"
8367,XM_394997.7,0.934527639,0.975995741,-0.038546875,0.469226978,10.06978556,0.264654507,0.001882924,0.328378011,0.105777454,0.328378011,LOC411526,LOC411526,GB46447,411526,PREDICTED: Apis mellifera general transcription factor IIH subunit
8368,XM_026441803.1,0.934561433,0.975995741,0.022761577,0.27721765,9.746251423,0.022836533,0.002427634,0.025923749,0.112846804,0.112846804,LOC409350,LOC409350,GB46243,409350,PREDICTED: Apis mellifera zinc finger Ran-binding domain-containing
8369,XM_016915320.2,0.934935029,0.976104267,0.121476832,1.488003965,14.06560278,2.661413945,0.000199213,3.321034486,0.109633292,3.321034486,LOC107965285,LOC107965285,,107965285,PREDICTED: Apis mellifera cilia- and flagella-associated protein
8370,XM_006570281.3,0.934955351,0.976104267,-0.096729876,1.185242538,3.306513157,0.852429185,0.438991773,0.623035958,1.668208038,1.668208038,LOC100577073,LOC100577073,,100577073,PREDICTED: Apis mellifera pigment-dispersing hormone peptides
8371,XM_623792.6,0.935000437,0.976104267,-0.050476605,0.618925737,8.705037329,0.460447248,0.005367603,0.569235999,0.153441642,0.569235999,LOC551398,LOC551398,GB42977,551398,PREDICTED: Apis mellifera DNA polymerase delta catalytic subunit
8372,XM_026439867.1,0.935274604,0.976157263,0.100401527,1.23631319,4.721213376,1.837188504,0.141977176,2.150728279,0.850990223,2.150728279,LOC725920,LOC725920,GB40823,725920,"PREDICTED: Apis mellifera vitellogenin receptor (LOC725920), mRNA."
8373,XM_396261.6,0.935179407,0.976157263,-0.052562499,0.646285622,5.787292787,0.502050971,0.047377897,0.57914976,0.518178856,0.57914976,LOC412808,LOC412808,GB42484,412808,"PREDICTED: Apis mellifera aminopeptidase Ey (LOC412808), transcript"
8374,XM_006560432.3,0.935831995,0.976272628,0.040374146,0.501482645,6.636945107,0.140883538,0.020433264,0.155059881,0.356794002,0.356794002,LOC725107,LOC725107,GB46388,725107,PREDICTED: Apis mellifera mitochondrial genome maintenance
8375,XM_026443578.1,0.935600164,0.976272628,0.071987397,0.89092143,4.469313665,0.800265465,0.231859169,0.766529343,0.958752324,0.958752324,LOC102654166,LOC102654166,,102654166,"PREDICTED: Apis mellifera trichohyalin (LOC102654166), transcript"
8376,XM_006570291.3,0.935801037,0.976272628,-0.031171899,0.386995475,8.91182058,0.180010103,0.004307247,0.220340999,0.14243282,0.220340999,LOC102656587,LOC102656587,,102656587,"PREDICTED: Apis mellifera ras-related protein Ral-a (LOC102656587),"
8377,XM_026439878.1,0.935803192,0.976272628,-0.069416102,0.861821783,4.436278211,0.2796386,0.140208688,0.207532588,0.973896492,0.973896492,LOC113218672,LOC113218672,,113218672,PREDICTED: Apis mellifera uncharacterized LOC113218672
8378,XR_003306366.1,0.936300066,0.976644339,-0.079712554,0.997391507,4.769315659,0.422289082,0.660299651,-0.134821083,0.831885078,0.831885078,LOC113219337,LOC113219337,,113219337,PREDICTED: Apis mellifera uncharacterized LOC113219337
8379,XM_001121051.5,0.93659954,0.976840121,-0.057807917,0.726736837,6.97712803,0.634778243,0.018676972,0.773542673,0.309613144,0.773542673,LOC725173,LOC725173,GB45444,725173,PREDICTED: Apis mellifera G patch domain-containing protein 11
8380,XM_026443724.1,0.936846411,0.976857588,0.03064655,0.386784795,9.826264164,0.179804736,0.002414124,0.221989592,0.11089471,0.221989592,LOC107965281,LOC107965281,,107965281,"PREDICTED: Apis mellifera ADP-ribosylation factor 6 (LOC107965281),"
8381,XR_001706533.2,0.93718206,0.976857588,0.134610974,1.707998301,1.713407751,3.506145868,0.506359955,3.869527337,3.53744602,3.869527337,LOC107966105,LOC107966105,,107966105,PREDICTED: Apis mellifera uncharacterized LOC107966105
8382,XM_394399.7,0.936862855,0.976857588,-0.043379126,0.547623308,6.285474555,0.353568778,0.035070201,0.406185116,0.414766731,0.414766731,LOC410923,LOC410923,GB47039,410923,"PREDICTED: Apis mellifera dynamin (LOC410923), transcript variant"
8383,XM_026440610.1,0.937286975,0.976857588,0.104907576,1.333341078,2.913603401,1.863071049,0.655764117,1.668947595,2.01093353,2.01093353,LOC113218762,LOC113218762,,113218762,PREDICTED: Apis mellifera uncharacterized LOC113218762
8384,XM_006567816.3,0.937016697,0.976857588,0.135856993,1.719273035,3.189630408,3.552616858,0.474768399,3.959081252,1.763673157,3.959081252,LOC102656501,LOC102656501,,102656501,"PREDICTED: Apis mellifera zinc finger protein 2 (LOC102656501),"
8385,XM_006559428.3,0.937285475,0.976857588,-0.161649401,2.054461931,2.856614813,5.072815751,0.205973103,6.125247637,2.066056022,6.125247637,LOC102654371,LOC102654371,,102654371,"PREDICTED: Apis mellifera pro-resilin-like (LOC102654371), mRNA."
8386,NM_001270813.1,0.93847329,0.976926108,0.063067405,0.81705301,4.751262456,0.739727527,0.162360996,0.760806851,0.839002437,0.839002437,CPR14,CPR14,,724777,"Apis mellifera cuticular protein 14 (CPR14), mRNA."
8387,XM_397549.6,0.939203554,0.976926108,-0.023159541,0.303648347,9.080960288,0.074408317,0.003570416,0.089238843,0.134733062,0.134733062,LOC409184,LOC409184,GB44880,409184,PREDICTED: Apis mellifera DENN domain-containing protein 1B
8388,XM_392830.7,0.937892718,0.976926108,-0.022223961,0.285219841,9.512962132,0.037688521,0.002708121,0.044217316,0.119317415,0.119317415,LOC409312,LOC409312,GB51599,409312,PREDICTED: Apis mellifera collagen type IV alpha-3-binding protein
8389,XR_003305983.1,0.937634478,0.976926108,0.149054019,1.905005554,2.787218008,4.361520523,0.162763294,5.280805947,2.135174148,5.280805947,LOC107964442,LOC107964442,,107964442,PREDICTED: Apis mellifera uncharacterized LOC107964442
8390,XM_026445202.1,0.939180771,0.976926108,0.078504739,1.028901505,7.289178154,1.272214866,0.020045457,1.567912004,0.272426449,1.567912004,LOC726259,LOC726259,GB53935,726259,PREDICTED: Apis mellifera cytochrome c oxidase assembly protein
8391,XM_006560820.3,0.938259397,0.976926108,0.138364805,1.786326057,1.236731032,3.390323794,0.374901735,3.8558237,4.411539439,4.411539439,LOC410006,LOC410006,GB49511,410006,"PREDICTED: Apis mellifera uncharacterized LOC410006 (LOC410006),"
8392,XM_026443688.1,0.93808546,0.976926108,0.031085894,0.400197361,8.108194901,0.192479413,0.007686065,0.232550826,0.193043636,0.232550826,LOC410316,LOC410316,GB45111,410316,"PREDICTED: Apis mellifera A-kinase anchor protein 17A (LOC410316),"
8393,XM_393796.7,0.939438126,0.976926108,-0.043727472,0.575542591,7.325026413,0.398072757,0.015385899,0.481488012,0.268471132,0.481488012,LOC410315,LOC410315,GB45071,410315,PREDICTED: Apis mellifera G-protein-signaling modulator 2
8394,XM_391965.7,0.938954153,0.976926108,0.01931437,0.25219712,11.09143641,0.054607773,0.001083235,0.067036589,0.094321846,0.094321846,LOC408418,LOC408418,GB47998,408418,"PREDICTED: Apis mellifera AP-2 complex subunit mu (LOC408418),"
8395,XM_624945.6,0.938685769,0.976926108,-0.029829954,0.387795923,9.025400784,0.180729762,0.003910498,0.221668019,0.137121269,0.221668019,LOC552569,LOC552569,GB54190,552569,"PREDICTED: Apis mellifera atypical kinase COQ8B, mitochondrial"
8396,XM_392995.7,0.938127565,0.976926108,0.020866741,0.268819964,10.05470992,0.04202324,0.002337782,0.050027986,0.106058477,0.106058477,LOC409488,LOC409488,GB44080,409488,PREDICTED: Apis mellifera protein-L-isoaspartate(D-aspartate)
8397,XM_016912393.2,0.939476715,0.976926108,-0.059020405,0.777324979,7.88095086,0.72612597,0.009850347,0.896500838,0.212442071,0.896500838,LOC551219,LOC551219,GB12093,551219,"PREDICTED: Apis mellifera DNA polymerase iota (LOC551219), mRNA."
8398,XM_394608.7,0.938496123,0.976926108,0.033208405,0.430382704,11.03786436,0.222605965,0.001128983,0.276714924,0.094657903,0.276714924,LOC411134,LOC411134,GB45657,411134,"PREDICTED: Apis mellifera cdc42 homolog (LOC411134), transcript"
8399,XM_001122160.4,0.937826642,0.976926108,-0.067124994,0.860557273,6.248428257,0.890022313,0.038397127,1.072441103,0.421524416,1.072441103,LOC726423,LOC726423,GB46068,726423,PREDICTED: Apis mellifera transient receptor potential cation
8400,XM_016917475.2,0.939422763,0.976926108,0.036088929,0.474883113,9.058332082,0.271007488,0.004092143,0.334178814,0.135688509,0.334178814,LOC552662,LOC552662,GB42920,552662,PREDICTED: Apis mellifera non-canonical poly(A) RNA polymerase
8401,XM_392810.6,0.938862325,0.976926108,-0.028367112,0.369845733,8.05310394,0.111530112,0.007670097,0.131440783,0.197508702,0.197508702,LOC409291,LOC409291,GB48526,409291,"PREDICTED: Apis mellifera protein fem-1 homolog CG6966 (LOC409291),"
8402,XM_026441603.1,0.939369138,0.976926108,0.060591834,0.796602765,5.865065992,0.76259257,0.042938702,0.908925247,0.500148196,0.908925247,LOC411502,LOC411502,GB53268,411502,PREDICTED: Apis mellifera SPARC-related modular calcium-binding
8403,XM_016913974.2,0.938052298,0.976926108,-0.079773493,1.026446801,4.017247403,1.266220786,0.191185531,1.389204023,1.188697742,1.389204023,LOC100577667,LOC100577667,,100577667,PREDICTED: Apis mellifera WAS/WASL-interacting protein family
8404,XM_003249537.4,0.938727937,0.976926108,-0.033691616,0.438300411,7.285046729,0.079444225,0.015274689,0.08360492,0.272886186,0.272886186,LOC100576864,LOC100576864,GB54019,100576864,"PREDICTED: Apis mellifera myosin-2 heavy chain (LOC100576864),"
8405,XR_119935.4,0.939650667,0.976990741,-0.147186692,1.944112544,2.206915782,4.541987475,0.352744493,5.31661588,2.808097494,5.31661588,LOC100577863,LOC100577863,,100577863,PREDICTED: Apis mellifera uncharacterized LOC100577863
8406,XM_003251375.4,0.940808075,0.977149232,0.143826036,1.936939974,2.419322041,4.508289536,0.500395734,5.127208963,2.540865937,5.127208963,LOC100578466,LOC100578466,GB47330,100578466,PREDICTED: Apis mellifera uncharacterized LOC100578466
8407,XM_026443691.1,0.940408455,0.977149232,0.033647747,0.450097966,7.13986827,0.065546433,0.01430674,0.067201737,0.289575529,0.289575529,LOC100577809,LOC100577809,GB52235,100577809,PREDICTED: Apis mellifera uncharacterized LOC100577809
8408,XM_393876.7,0.940653451,0.977149232,-0.031581872,0.424210504,10.92141734,0.216244686,0.001001074,0.268930753,0.095463856,0.268930753,LOC410396,LOC410396,GB52013,410396,PREDICTED: Apis mellifera isocitrate dehydrogenase [NAD] subunit
8409,XM_624816.5,0.94048743,0.977149232,0.054005023,0.723372878,7.083931202,0.628796948,0.019410664,0.765491818,0.296296821,0.765491818,LOC552443,LOC552443,GB19408,552443,"PREDICTED: Apis mellifera N-alpha-acetyltransferase 60 (LOC552443),"
8410,XM_026445190.1,0.940892122,0.977149232,0.094489368,1.274323875,2.878865434,1.082529309,0.391491408,0.958322138,2.044360601,2.044360601,LOC107965489,LOC107965489,,107965489,PREDICTED: Apis mellifera uncharacterized LOC107965489
8411,XM_026445847.1,0.941033063,0.977149232,0.098140913,1.326739525,2.817691933,0.505273209,0.5358074,0.092172246,2.104549252,2.104549252,LOC551871,LOC551871,GB45985,551871,"PREDICTED: Apis mellifera P protein (LOC551871), mRNA."
8412,XM_006565486.3,0.94081059,0.977149232,-0.081604276,1.099031281,3.638415043,1.451441485,0.307303154,1.504501481,1.424081553,1.504501481,LOC724568,LOC724568,GB42487,724568,"PREDICTED: Apis mellifera calpain-C (LOC724568), transcript variant"
8413,XM_006568285.3,0.940752705,0.977149232,0.025912323,0.348640787,8.35241345,0.043147175,0.007077807,0.046604369,0.175247791,0.175247791,LOC725632,LOC725632,GB44325,725632,"PREDICTED: Apis mellifera protein MCM10 homolog (LOC725632), mRNA."
8414,XM_624336.5,0.94057292,0.977149232,0.019505321,0.261641509,10.35548525,0.072404264,0.001466243,0.088896414,0.101218175,0.101218175,LOC551954,LOC551954,GB51674,551954,PREDICTED: Apis mellifera 26S proteasome non-ATPase regulatory
8415,XM_026442304.1,0.94103114,0.977149232,0.021162888,0.286085816,9.494520378,0.021380623,0.002886807,0.023671021,0.119880834,0.119880834,LOC107964903,LOC107964903,,107964903,PREDICTED: Apis mellifera Down syndrome critical region protein 3
8416,XM_006561773.3,0.94082111,0.977149232,-0.02053117,0.276559238,9.7818771,0.019951325,0.002766104,0.022014978,0.111961414,0.111961414,LOC411335,LOC411335,GB17757,411335,"PREDICTED: Apis mellifera transmembrane protein 199 (LOC411335),"
8417,XM_624818.6,0.941670744,0.977462956,-0.022265454,0.304297089,15.23594489,0.084109819,5.33634e-05,0.104898005,0.138841714,0.138841714,LOC552445,LOC552445,GB43559,552445,"PREDICTED: Apis mellifera 60S ribosomal protein L3 (LOC552445),"
8418,XM_006560495.3,0.941561453,0.977462956,0.051094104,0.696983659,6.125555284,0.583726647,0.045299972,0.68337936,0.444933893,0.68337936,LOC410092,LOC410092,GB51528,410092,PREDICTED: Apis mellifera dual oxidase maturation factor 1
8419,XM_026439881.1,0.941537102,0.977462956,-0.026493511,0.361251848,9.737810392,0.156814049,0.002427355,0.193326992,0.113060448,0.193326992,LOC409443,LOC409443,GB46915,409443,PREDICTED: Apis mellifera serine/threonine-protein phosphatase 2A
8420,XM_625202.6,0.941983252,0.977555117,-0.049973434,0.686661397,9.53702405,0.566553851,0.00370524,0.70355057,0.118594088,0.70355057,LOC552827,LOC552827,GB50044,552827,PREDICTED: Apis mellifera probable small nuclear ribonucleoprotein
8421,XM_006564006.3,0.941910819,0.977555117,-0.02171788,0.298042396,9.206087462,0.027107987,0.003475991,0.030232118,0.129767914,0.129767914,LOC100577253,LOC100577253,GB53634,100577253,PREDICTED: Apis mellifera GRIP and coiled-coil domain-containing
8422,XM_003249707.4,0.942231866,0.977697017,-0.047471397,0.655094238,10.08045313,0.515654213,0.002599326,0.641123365,0.105581261,0.641123365,LOC100577341,LOC100577341,GB49234,100577341,PREDICTED: Apis mellifera uncharacterized LOC100577341
8423,XM_394600.7,0.942700969,0.978067644,-0.038149109,0.530766334,7.695421589,0.338492088,0.011523966,0.411045386,0.230021885,0.411045386,LOC411126,LOC411126,GB45709,411126,PREDICTED: Apis mellifera broad-complex core protein isoforms
8424,XM_026443718.1,0.943067157,0.97833142,0.025795997,0.361210595,8.162316182,0.090354607,0.006895644,0.105798077,0.188813996,0.188813996,LOC552480,LOC552480,GB54047,552480,PREDICTED: Apis mellifera BTB/POZ domain-containing protein KCTD5
8425,XM_026443101.1,0.94322045,0.978374304,-0.046851491,0.657816072,11.54716375,0.519924901,0.000855314,0.648227663,0.092326777,0.648227663,LOC113219028,LOC113219028,,113219028,PREDICTED: Apis mellifera pancreatic triacylglycerol lipase-like
8426,XM_001121683.5,0.943346576,0.978389001,0.023075202,0.324708743,8.720963188,0.102150978,0.005615438,0.12187361,0.152538214,0.152538214,LOC725889,LOC725889,GB46194,725889,"PREDICTED: Apis mellifera uncharacterized LOC725889 (LOC725889),"
8427,XM_394758.7,0.943526391,0.978459372,-0.044211527,0.624118328,5.746164471,0.319511927,0.05628242,0.342374492,0.528003111,0.528003111,LOC411285,LOC411285,GB54818,411285,"PREDICTED: Apis mellifera muscle LIM protein Mlp84B (LOC411285),"
8428,XM_001122466.4,0.944100672,0.978938749,-0.030884978,0.440478822,9.542704962,0.233112076,0.003262224,0.287770165,0.118425248,0.287770165,LOC726746,LOC726746,GB12296,726746,"PREDICTED: Apis mellifera HIG1 domain family member 2A,"
8429,XM_016917186.1,0.944540293,0.979162233,-0.017259713,0.248110938,12.01760614,0.004080561,0.000488411,0.004500579,0.091850146,0.091850146,LOC552115,LOC552115,GB45562,552115,"PREDICTED: Apis mellifera 12 kDa FK506-binding protein (LOC552115),"
8430,XM_026442381.1,0.94444092,0.979162233,0.019895985,0.285495355,9.524314739,0.047509686,0.00328691,0.055951753,0.118974487,0.118974487,LOC113218950,LOC113218950,,113218950,PREDICTED: Apis mellifera mitotic-spindle organizing protein 1-like
8431,XM_395924.5,0.945306565,0.979184224,-0.017026134,0.248187771,11.95642631,0.056567205,0.000573681,0.070026616,0.091822073,0.091822073,LOC412467,LOC412467,GB44829,412467,PREDICTED: Apis mellifera bifunctional purine biosynthesis protein
8432,XM_006571321.3,0.94542575,0.979184224,-0.018749224,0.273902838,9.861837326,0.075569815,0.002465604,0.09186484,0.110068542,0.110068542,LOC413118,LOC413118,GB51596,413118,PREDICTED: Apis mellifera neuroblastoma-amplified sequence
8433,XM_016916524.2,0.945944769,0.979184224,-0.058636363,0.864841912,5.278674893,0.898573306,0.07300186,1.048925439,0.655147336,1.048925439,LOC107965571,LOC107965571,,107965571,PREDICTED: Apis mellifera uncharacterized LOC107965571
8434,XM_006571508.3,0.945860447,0.979184224,-0.019205035,0.282817855,9.592047065,0.055879462,0.002989424,0.066721591,0.116989485,0.116989485,LOC726062,LOC726062,GB54993,726062,"PREDICTED: Apis mellifera methyltransferase-like 26 (LOC726062),"
8435,XM_006566073.3,0.945541227,0.979184224,-0.064043402,0.937581402,4.595903437,1.056101129,0.138470391,1.180117936,0.902934516,1.180117936,LOC100576882,LOC100576882,GB50954,100576882,PREDICTED: Apis mellifera uncharacterized LOC100576882
8436,XM_393678.6,0.945159528,0.979184224,-0.023592986,0.342988392,10.95249329,0.141336233,0.001097301,0.175364255,0.095238615,0.175364255,LOC410195,LOC410195,GB51103,410195,PREDICTED: Apis mellifera COP9 signalosome complex subunit 6
8437,XM_001119944.5,0.945404034,0.979184224,-0.028266487,0.412773693,9.476117882,0.204698245,0.003650757,0.251922426,0.120450945,0.251922426,LOC724365,LOC724365,GB54100,724365,PREDICTED: Apis mellifera ragulator complex protein LAMTOR4 homolog
8438,XM_026445115.1,0.945332057,0.979184224,-0.028368466,0.41371661,9.504353916,0.205635151,0.003123915,0.253618235,0.119579426,0.253618235,LOC725467,LOC725467,GB52704,725467,"PREDICTED: Apis mellifera cullin-2 (LOC725467), transcript variant"
8439,XR_003306162.1,0.945036379,0.979184224,0.138201002,2.004619708,1.638907713,4.827930061,0.256259226,5.771491032,3.662213189,5.771491032,LOC113219274,LOC113219274,,113219274,PREDICTED: Apis mellifera uncharacterized LOC113219274
8440,XM_003249651.4,0.945850085,0.979184224,0.023167176,0.341099897,9.172287396,0.139779983,0.0036875,0.17083621,0.131066198,0.17083621,LOC724383,LOC724383,GB49570,724383,"PREDICTED: Apis mellifera centaurin-gamma-1A (LOC724383), mRNA."
8441,XM_026440365.1,0.946036535,0.979184224,0.0212499,0.313953721,11.60892727,0.118415794,0.000673945,0.147176463,0.092173287,0.147176463,LOC551518,LOC551518,GB51237,551518,"PREDICTED: Apis mellifera glutamyl aminopeptidase (LOC551518),"
8442,XM_001122139.5,0.94498501,0.979184224,0.026161305,0.379117529,7.945215066,0.027703354,0.008894928,0.025477609,0.206700223,0.206700223,LOC726397,LOC726397,GB44677,726397,"PREDICTED: Apis mellifera MAD2L1-binding protein (LOC726397), mRNA."
8443,XM_396015.7,0.946002092,0.979184224,-0.037185391,0.549039455,7.343464491,0.362148014,0.012813441,0.439353044,0.266460061,0.439353044,LOC412560,LOC412560,GB53271,412560,"PREDICTED: Apis mellifera cyclin-dependent kinase 9 (LOC412560),"
8444,XM_006563804.3,0.946130174,0.979184224,-0.025021281,0.370317028,8.05217253,0.147403437,0.008116504,0.175903018,0.197585549,0.197585549,LOC409273,LOC409273,GB43833,409273,"PREDICTED: Apis mellifera midnolin-A (LOC409273), transcript"
8445,XM_001123212.5,0.946265963,0.979208793,0.10009353,1.485141789,3.615948649,2.649780976,0.463912821,2.844556381,1.439425064,2.844556381,LOC727502,LOC727502,GB54037,727502,"PREDICTED: Apis mellifera uncharacterized LOC727502 (LOC727502),"
8446,XM_623224.5,0.946708186,0.979322335,-0.016728082,0.250266329,11.33477535,0.015394239,0.000883671,0.018254192,0.093066182,0.093066182,LOC550834,LOC550834,GB44340,550834,PREDICTED: Apis mellifera small ubiquitin-related modifier 3
8447,XM_001121110.5,0.946936003,0.979322335,0.048966271,0.735726857,5.015429157,0.428358345,0.071019818,0.463528977,0.740921195,0.740921195,LOC725237,LOC725237,GB45882,725237,"PREDICTED: Apis mellifera protein scabrous (LOC725237), mRNA."
8448,XR_411772.3,0.94680411,0.979322335,0.083065281,1.244971466,3.505318597,0.859752457,0.80752189,0.264581241,1.517409037,1.517409037,LOC102653708,LOC102653708,,102653708,PREDICTED: Apis mellifera uncharacterized LOC102653708
8449,XM_001120555.5,0.946836563,0.979322335,-0.084481954,1.266978454,6.2341852,1.928422445,0.058995444,2.348856163,0.424158592,2.348856163,LOC724664,LOC724664,GB42599,724664,PREDICTED: Apis mellifera A-agglutinin anchorage subunit
8450,XM_003249860.4,0.946622595,0.979322335,0.025696467,0.383823609,8.130710736,0.176982768,0.007188941,0.213791904,0.19126486,0.213791904,LOC100577561,LOC100577561,GB42689,100577561,PREDICTED: Apis mellifera uncharacterized LOC100577561
8451,XM_006562095.3,0.947153571,0.979431435,-0.017495376,0.26395494,11.54896124,0.083698479,0.000610982,0.103897333,0.09232192,0.103897333,LOC411892,LOC411892,GB46732,411892,PREDICTED: Apis mellifera V-type proton ATPase subunit C
8452,XM_003249513.4,0.947353977,0.979522764,-0.016499865,0.249884545,11.39569721,0.041941653,0.000843029,0.051481946,0.0928204,0.0928204,LOC410128,LOC410128,GB48874,410128,PREDICTED: Apis mellifera 26S proteasome non-ATPase regulatory
8453,XM_003250737.4,0.947480991,0.979538197,-0.017442638,0.264802292,10.21391261,0.056493711,0.001876104,0.068626943,0.103304278,0.103304278,LOC552189,LOC552189,GB50984,552189,"PREDICTED: Apis mellifera sorting nexin-17 (LOC552189), transcript"
8454,XM_026445973.1,0.947760597,0.979711363,0.097870948,1.493774435,2.798733669,2.680508094,0.558769681,2.788273416,2.123550708,2.788273416,LOC552238,LOC552238,GB48911,552238,PREDICTED: Apis mellifera cilia- and flagella-associated protein 52
8455,XM_006567379.3,0.948199408,0.98004904,-0.043536106,0.670115243,5.408421046,0.335344289,0.056751027,0.361718563,0.616830631,0.616830631,LOC100577196,LOC100577196,GB53403,100577196,PREDICTED: Apis mellifera uncharacterized LOC100577196
8456,XM_394739.5,0.948318188,0.980055895,0.033004456,0.509179462,10.85641847,0.311443258,0.001023771,0.387871816,0.095959386,0.387871816,LOC411266,LOC411266,GB43912,411266,"PREDICTED: Apis mellifera nicalin (LOC411266), mRNA."
8457,XM_016916769.2,0.948573325,0.980203652,0.02603695,0.403683212,8.80359315,0.19575554,0.004677619,0.239762585,0.147993736,0.239762585,LOC552109,LOC552109,GB49495,552109,"PREDICTED: Apis mellifera cytosol aminopeptidase (LOC552109),"
8458,XM_006565432.3,0.949006401,0.980535226,-0.041167056,0.643692173,6.337430823,0.497715954,0.024993275,0.596516146,0.405512114,0.596516146,LOC550811,LOC550811,GB41002,550811,"PREDICTED: Apis mellifera protein timeless homolog (LOC550811),"
8459,XR_001703590.1,0.949446845,0.980874332,0.064039702,1.010067069,7.596496115,1.225512905,0.013227332,1.517125893,0.239922688,1.517125893,LOC724825,LOC724825,GB45771,724825,PREDICTED: Apis mellifera glycine-rich RNA-binding protein 7
