target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,gene_name,gene_gi,gene_beebase,gene_id,product
XM_393357.7,0.942766354,0.980882046,-0.004319392,0.060164229,12.45984623,0.003598262,0.000377027,0.003575464,0.010482177,0.010482177,LOC409867,LOC409867,GB44440,409867,PREDICTED: Apis mellifera FERM domain-containing protein 8
XM_003251352.4,0.943748662,0.980882046,0.006412414,0.090880035,9.965501363,0.011737346,0.002424067,0.010474678,0.022353475,0.022353475,LOC100576559,LOC100576559,GB47843,100576559,PREDICTED: Apis mellifera uncharacterized LOC100576559
XM_394630.6,0.942048112,0.980882046,-0.006721769,0.092464208,9.890173329,0.008187054,0.002175151,0.006817054,0.023473738,0.023473738,LOC411156,LOC411156,GB46337,411156,PREDICTED: Apis mellifera putative elongator complex protein 4
XM_396806.6,0.942394691,0.980882046,0.00462342,0.063982773,13.33715357,0.010178563,0.000176022,0.011013985,0.012105363,0.012105363,LOC413361,LOC413361,GB44347,413361,"PREDICTED: Apis mellifera TBC1 domain family member 16 (LOC413361),"
XM_026442778.1,0.942831228,0.980882046,0.02517412,0.351045477,11.39190161,0.336262638,0.000779571,0.368919209,0.011173566,0.368919209,LOC102656465,LOC102656465,,102656465,PREDICTED: Apis mellifera guanine nucleotide-binding protein G(o)
XM_003249891.4,0.94219634,0.980882046,0.004656725,0.064222158,13.36406195,0.005276815,0.000200341,0.00559765,0.012173115,0.012173115,LOC726941,LOC726941,GB42875,726941,PREDICTED: Apis mellifera ATP-binding cassette sub-family A member
XM_026444219.1,0.943891493,0.980886602,-0.007639961,0.108553562,13.12023731,0.032153762,0.000244996,0.035106632,0.011600096,0.035106632,LOC412157,LOC412157,GB49346,412157,PREDICTED: Apis mellifera HEAT repeat-containing protein 5B
XM_026443689.1,0.944069179,0.980897036,-0.050642676,0.721854009,2.017134293,1.421808212,0.627966527,0.935253102,0.347703536,0.935253102,LOC410318,LOC410318,GB45064,410318,"PREDICTED: Apis mellifera otoferlin-like (LOC410318), mRNA."
XM_006564516.3,0.944073606,0.980897036,0.004529321,0.064565456,11.24614178,0.006012083,0.000900783,0.005706354,0.011605311,0.011605311,LOC726713,LOC726713,GB41848,726713,PREDICTED: Apis mellifera tumor protein p63-regulated gene 1-like
XM_395079.7,0.944195854,0.980934657,0.011596957,0.165677336,8.772931245,0.074897533,0.005210657,0.077136283,0.041580825,0.077136283,LOC411609,LOC411609,GB45775,411609,PREDICTED: Apis mellifera pancreatic triacylglycerol lipase
XM_397464.7,0.944411355,0.981069144,0.004174991,0.059876678,12.14900291,0.007878401,0.000474064,0.008186948,0.010281585,0.010281585,LOC414028,LOC414028,GB45749,414028,"PREDICTED: Apis mellifera sorting nexin-4 (LOC414028), transcript"
XM_396691.7,0.944752085,0.981333685,0.006892066,0.099454881,9.65227418,0.020609406,0.002610079,0.020046018,0.027063741,0.027063741,LOC413245,LOC413245,GB42238,413245,"PREDICTED: Apis mellifera RNA exonuclease 4 (LOC413245), transcript"
XM_395464.7,0.945387808,0.981397472,0.004107049,0.059957121,12.3806789,0.003370376,0.000379731,0.003322622,0.010404838,0.010404838,LOC411998,LOC411998,GB45296,411998,PREDICTED: Apis mellifera amyloid protein-binding protein 2
XM_026443673.1,0.945401776,0.981397472,0.00470047,0.068637816,10.93778791,0.008748145,0.001124907,0.008491423,0.013008542,0.013008542,LOC726964,LOC726964,GB43165,726964,"PREDICTED: Apis mellifera uncharacterized LOC726964 (LOC726964),"
XM_016917418.2,0.945103742,0.981397472,-0.037314968,0.541922668,2.277601997,0.502750669,0.564007895,-0.011399881,0.31703264,0.31703264,LOC107965801,LOC107965801,,107965801,PREDICTED: Apis mellifera uncharacterized LOC107965801
XR_001702458.2,0.945349897,0.981397472,-0.021309748,0.310876134,4.363644114,0.263698313,0.121044337,0.168887576,0.154722895,0.168887576,LOC100578283,LOC100578283,,100578283,PREDICTED: Apis mellifera uncharacterized LOC100578283
XM_393291.7,0.944903441,0.981397472,-0.005040836,0.072941146,10.67868962,0.004800086,0.001207976,0.004064495,0.014753256,0.014753256,LOC409799,LOC409799,GB45698,409799,"PREDICTED: Apis mellifera ataxin-7-like protein 3 (LOC409799),"
XM_394619.7,0.945267547,0.981397472,0.00471899,0.068738989,10.92587084,0.007322986,0.001095856,0.006952748,0.01307929,0.01307929,LOC411145,LOC411145,GB53538,411145,"PREDICTED: Apis mellifera nischarin (LOC411145), mRNA."
XM_016913579.2,0.945416055,0.981397472,-0.008998764,0.131437366,12.1449501,0.047137851,0.000446244,0.051381099,0.010280909,0.051381099,LOC725999,LOC725999,GB43851,725999,"PREDICTED: Apis mellifera uncharacterized LOC725999 (LOC725999),"
XM_392725.7,0.94598213,0.981856812,0.004053073,0.059821168,12.15946045,0.002783999,0.000452137,0.002605334,0.010283579,0.010283579,LOC409201,LOC409201,GB50980,409201,"PREDICTED: Apis mellifera acyl-protein thioesterase 1 (LOC409201),"
XM_006565005.3,0.946030794,0.981856812,-0.015951291,0.235645035,5.419366676,0.151510982,0.052277684,0.114308063,0.110515706,0.114308063,LOC724645,LOC724645,GB49897,724645,"PREDICTED: Apis mellifera uncharacterized LOC724645 (LOC724645),"
NM_001242993.1,0.946731064,0.98186854,0.013610074,0.203705855,6.059335994,0.110419245,0.033037994,0.088367605,0.091450233,0.091450233,Or170,Or170,,100576480,"Apis mellifera odorant receptor 170 (Or170), mRNA."
XM_392780.7,0.946270234,0.98186854,0.004114548,0.061054632,11.69305541,0.006601651,0.000610932,0.006645805,0.010572072,0.010572072,LOC409258,LOC409258,GB46420,409258,PREDICTED: Apis mellifera eukaryotic translation initiation factor
XM_006566698.3,0.946645851,0.98186854,0.00422354,0.063113811,13.17792617,0.009936673,0.000222511,0.010702479,0.011727549,0.011727549,LOC551061,LOC551061,GB45277,551061,PREDICTED: Apis mellifera multidrug resistance-associated protein 4
XM_003251492.4,0.94630748,0.98186854,-0.005425254,0.080559767,10.30769291,0.006583592,0.001557511,0.00567561,0.017912117,0.017912117,LOC724155,LOC724155,GB43101,724155,PREDICTED: Apis mellifera probable peptide chain release factor
XM_001121996.5,0.946631616,0.98186854,0.016458392,0.245877729,11.08310695,0.164953488,0.001114015,0.180253558,0.012240337,0.180253558,LOC726240,LOC726240,GB41543,726240,"PREDICTED: Apis mellifera globin-1 (LOC726240), transcript variant"
XM_003250253.4,0.946679287,0.98186854,-0.01418126,0.21204854,5.816025561,0.048399491,0.036810858,0.01636825,0.098082892,0.098082892,LOC100578044,LOC100578044,GB49972,100578044,PREDICTED: Apis mellifera F-box/LRR-repeat protein 7
XR_003304357.1,0.946140524,0.98186854,-0.013857838,0.205136625,6.979731387,0.114818833,0.017778248,0.108464856,0.073189972,0.108464856,LOC102654134,LOC102654134,,102654134,PREDICTED: Apis mellifera uncharacterized LOC102654134
XM_006561573.3,0.946437342,0.98186854,-0.00403933,0.060125783,12.41610006,0.001450233,0.000407958,0.001182404,0.010437371,0.010437371,LOC726608,LOC726608,GB42750,726608,"PREDICTED: Apis mellifera PHD finger protein 14 (LOC726608),"
XM_006571013.3,0.947010131,0.98187275,0.015626784,0.235124131,7.224186642,0.150839391,0.016065858,0.149784213,0.069211728,0.149784213,LOC102653680,LOC102653680,,102653680,PREDICTED: Apis mellifera centrosomal protein of 78 kDa-like
XM_003250851.4,0.947002884,0.98187275,-0.003994916,0.060100177,12.03187528,0.00180645,0.000551684,0.001430623,0.01028441,0.01028441,LOC409941,LOC409941,GB45297,409941,PREDICTED: Apis mellifera zinc finger FYVE domain-containing
XR_003305643.1,0.946994851,0.98187275,0.011159563,0.167860828,7.185561832,0.060633701,0.014698234,0.051961477,0.069833539,0.069833539,LOC102656488,LOC102656488,,102656488,PREDICTED: Apis mellifera uncharacterized LOC102656488
XM_623596.6,0.947232278,0.98187275,-0.004155935,0.062794777,13.11589467,0.010144913,0.000238853,0.01091537,0.011590699,0.011590699,LOC551201,LOC551201,GB54701,551201,"PREDICTED: Apis mellifera protein SGT1 homolog (LOC551201),"
XM_396257.6,0.947263032,0.98187275,-0.004429679,0.066970035,11.030838,0.006363077,0.000959442,0.006034057,0.012495515,0.012495515,LOC412804,LOC412804,GB42420,412804,PREDICTED: Apis mellifera coiled-coil domain-containing protein
XM_006565442.3,0.947230317,0.98187275,-0.009313679,0.140721302,11.63626378,0.054030434,0.000708217,0.058699237,0.010658955,0.058699237,LOC411219,LOC411219,GB42450,411219,"PREDICTED: Apis mellifera MTSS1-like protein (LOC411219),"
XM_016913981.2,0.947337975,0.98187275,-0.010542016,0.15960647,11.33746221,0.069505469,0.00102124,0.075401435,0.011322868,0.075401435,LOC412885,LOC412885,GB53385,412885,PREDICTED: Apis mellifera protein N-terminal asparagine
NM_001185079.1,0.948357177,0.981947159,-0.005111656,0.078920189,11.75380532,0.016993661,0.000310224,0.018374965,0.010491394,0.018374965,LOC551163,LOC551163,,551163,Apis mellifera LMBR1 domain-containing protein 2 homolog
NM_001185086.1,0.948357177,0.981947159,-0.005111656,0.078920189,11.75380532,0.016993661,0.000310224,0.018374965,0.010491394,0.018374965,BBIP1,BBIP1,,725231,"Apis mellifera BBSome interacting protein 1 (BBIP1), mRNA."
NR_039513.1,0.948218452,0.981947159,0.010789205,0.16613047,7.222564329,0.03488885,0.013560182,0.024782631,0.069237817,0.069237817,Mir3726,Mir3726,,100629111,"Apis mellifera microRNA mir-3726 (Mir3726), microRNA."
XM_006569604.3,0.94808378,0.981947159,-0.003970531,0.060978793,12.69487438,0.007764474,0.000352553,0.008183639,0.010802687,0.010802687,LOC550948,LOC550948,GB44731,550948,"PREDICTED: Apis mellifera tafazzin homolog (LOC550948), mRNA."
XM_026443714.1,0.94793766,0.981947159,0.009697503,0.148514133,7.939665865,0.031248138,0.008741041,0.025603698,0.057428303,0.057428303,LOC726455,LOC726455,GB43079,726455,"PREDICTED: Apis mellifera mutS protein homolog 4 (LOC726455), mRNA."
XM_026444326.1,0.948232683,0.981947159,0.008535827,0.13146948,8.536162869,0.043835162,0.005684038,0.042512782,0.046168635,0.046168635,LOC412735,LOC412735,GB48303,412735,PREDICTED: Apis mellifera decaprenyl-diphosphate synthase subunit 1
XM_026444641.1,0.94834461,0.981947159,-0.003901956,0.060228642,11.90653396,0.00267828,0.000540419,0.002401121,0.010342049,0.010342049,LOC726862,LOC726862,GB54718,726862,"PREDICTED: Apis mellifera DNA repair protein REV1 (LOC726862),"
XM_001122885.5,0.947636558,0.981947159,-0.004252304,0.064747657,11.2265792,0.004883006,0.000905463,0.004460419,0.011671315,0.011671315,LOC727174,LOC727174,GB41632,727174,"PREDICTED: Apis mellifera nucleolar protein 11 (LOC727174), mRNA."
XM_001120955.5,0.948059836,0.981947159,-0.005253336,0.080642658,10.35680609,0.017743631,0.001563832,0.017945883,0.017397544,0.017945883,LOC725059,LOC725059,GB55473,725059,"PREDICTED: Apis mellifera protein kish-A (LOC725059), mRNA."
XM_003251153.4,0.947822968,0.981947159,0.00940562,0.143726958,8.353692261,0.056362595,0.00615194,0.055820375,0.049739322,0.055820375,LOC100578478,LOC100578478,GB49802,100578478,PREDICTED: Apis mellifera uncharacterized LOC100578478
XM_016914091.2,0.947871452,0.981947159,-0.006465743,0.098894829,9.845878326,0.026684639,0.002094546,0.027246015,0.024143561,0.027246015,LOC552749,LOC552749,GB53307,552749,PREDICTED: Apis mellifera sodium/potassium-transporting ATPase
XM_395946.7,0.94852275,0.982029411,0.004274433,0.066206654,11.07028436,0.003678296,0.000849352,0.003191292,0.012300611,0.012300611,LOC412489,LOC412489,GB46216,412489,"PREDICTED: Apis mellifera protein RFT1 homolog (LOC412489),"
XM_001121499.5,0.948862666,0.982113777,0.007466213,0.116413866,9.02493233,0.032787301,0.00373558,0.032313727,0.036920984,0.036920984,LOC725682,LOC725682,GB40830,725682,"PREDICTED: Apis mellifera uncharacterized LOC725682 (LOC725682),"
XM_001120846.5,0.948825587,0.982113777,-0.003870899,0.060311619,11.86829095,0.007794111,0.000540742,0.008028285,0.010371732,0.010371732,LOC726486,LOC726486,GB43086,726486,"PREDICTED: Apis mellifera uncharacterized LOC726486 (LOC726486),"
XM_396220.6,0.948715396,0.982113777,-0.030277354,0.470729705,2.638751226,0.221952171,0.385639742,-0.141767369,0.279119625,0.279119625,LOC412767,LOC412767,GB42796,412767,"PREDICTED: Apis mellifera protein takeout (LOC412767), mRNA."
XM_006564978.3,0.949208622,0.982382671,-0.008519333,0.133740225,10.08914594,0.048801016,0.0022132,0.051446144,0.02060133,0.051446144,LOC410748,LOC410748,GB51812,410748,"PREDICTED: Apis mellifera glucose dehydrogenase [FAD, quinone]"
XM_001119899.5,0.949586342,0.982506025,-0.006948072,0.109892211,9.266996173,0.004147888,0.003434996,0.001113197,0.032793897,0.032793897,LOC724678,LOC724678,,724678,"PREDICTED: Apis mellifera histone H2A (LOC724678), mRNA."
XM_016915810.2,0.949490899,0.982506025,-0.003856586,0.060881185,11.73889884,0.006959439,0.000609505,0.007041417,0.010510051,0.010510051,LOC726759,LOC726759,GB40100,726759,PREDICTED: Apis mellifera partitioning defective 3 homolog
XM_006570898.2,0.949537175,0.982506025,-0.003799692,0.060038117,12.45208912,0.003004982,0.000339861,0.002961288,0.010473866,0.010473866,LOC100578161,LOC100578161,GB45429,100578161,PREDICTED: Apis mellifera apoptotic chromatin condensation inducer
XR_003304575.1,0.9497024,0.982536939,-0.030380852,0.481620317,2.748976105,0.205013176,0.427346354,-0.20210876,0.268528034,0.268528034,LOC102655177,LOC102655177,,102655177,PREDICTED: Apis mellifera uncharacterized LOC102655177
XR_001704701.2,0.949933671,0.982550593,-0.008848672,0.140924696,9.693251063,0.054184363,0.002750859,0.056828451,0.026456545,0.056828451,LOC107965146,LOC107965146,,107965146,PREDICTED: Apis mellifera uncharacterized LOC107965146
XM_006566785.3,0.949920536,0.982550593,0.004107634,0.065401349,11.14859787,0.003219398,0.000874815,0.002661461,0.011957194,0.011957194,LOC551874,LOC551874,GB53828,551874,"PREDICTED: Apis mellifera uncharacterized LOC551874 (LOC551874),"
XM_026439720.1,0.949974142,0.982550593,0.00767533,0.122336969,12.61303028,0.040833341,0.000371109,0.044527894,0.010676969,0.044527894,LOC725895,LOC725895,GB49187,725895,"PREDICTED: Apis mellifera multiple EGF-like-domains 8 (LOC725895),"
XM_016913658.2,0.950222088,0.98271789,-0.00582073,0.093239268,9.864589638,0.018252619,0.002220756,0.01784696,0.023859927,0.023859927,LOC411651,LOC411651,GB52825,411651,PREDICTED: Apis mellifera Bardet-Biedl syndrome 7 protein homolog
XM_392041.6,0.950588606,0.98289411,0.003917085,0.063211789,13.19575035,0.009911982,0.000219268,0.010679309,0.011767923,0.011767923,LOC408497,LOC408497,GB41701,408497,PREDICTED: Apis mellifera heterogeneous nuclear ribonucleoprotein
XM_026443790.1,0.950863489,0.98289411,0.006190232,0.100454153,9.608319273,0.002072897,0.002572334,-0.000303643,0.027700776,0.027700776,LOC100577250,LOC100577250,GB46651,100577250,"PREDICTED: Apis mellifera zinc finger protein 845 (LOC100577250),"
XM_016915574.2,0.950962329,0.98289411,0.012366381,0.201084766,6.111541487,0.053316759,0.031147548,0.027455009,0.090157701,0.090157701,LOC102654078,LOC102654078,,102654078,PREDICTED: Apis mellifera uncharacterized LOC102654078
XM_006561339.3,0.950783981,0.98289411,0.004260005,0.069018893,12.15056023,0.012996606,0.000469721,0.013821102,0.01028186,0.013821102,LOC409891,LOC409891,GB47589,409891,PREDICTED: Apis mellifera cell division cycle and apoptosis
XR_003304147.1,0.951055195,0.98289411,-0.015753669,0.25665074,4.832316037,0.053532717,0.064756119,-0.005944584,0.132852688,0.132852688,LOC100576403,LOC100576403,GB52460,100576403,PREDICTED: Apis mellifera uncharacterized LOC100576403
XM_006567698.3,0.950719988,0.98289411,0.003695846,0.059800765,12.12246363,0.007407839,0.000450254,0.007694272,0.01027814,0.01027814,LOC726139,LOC726139,GB44518,726139,"PREDICTED: Apis mellifera tubulin-folding cofactor B (LOC726139),"
XM_624660.6,0.95108217,0.98289411,0.004149444,0.067637949,10.99509985,0.009127934,0.001040668,0.008994894,0.012684008,0.012684008,LOC552284,LOC552284,GB41977,552284,"PREDICTED: Apis mellifera m7GpppX diphosphatase (LOC552284),"
XM_026442251.1,0.950687219,0.98289411,0.003705863,0.059922941,12.36427259,0.005957041,0.000381344,0.006167282,0.010390933,0.010390933,LOC411392,LOC411392,GB43890,411392,"PREDICTED: Apis mellifera protein Red (LOC411392), mRNA."
XR_412329.3,0.951516476,0.982986529,-0.009307719,0.153081118,9.138996055,0.063934069,0.00373805,0.066563436,0.034927249,0.066563436,LOC102656302,LOC102656302,,102656302,PREDICTED: Apis mellifera uncharacterized LOC102656302
XR_001703257.2,0.951471709,0.982986529,-0.031407702,0.516075454,2.569869474,0.477292745,0.513038455,0.011687632,0.285963169,0.285963169,LOC100578830,LOC100578830,,100578830,PREDICTED: Apis mellifera uncharacterized LOC100578830
XM_016913101.2,0.951403378,0.982986529,-0.007504434,0.123135454,11.6846047,0.041367195,0.000588948,0.044898072,0.010584285,0.044898072,LOC408923,LOC408923,GB42501,408923,PREDICTED: Apis mellifera transcription initiation factor TFIID
XM_016913741.2,0.951408994,0.982986529,-0.005310741,0.087150647,10.0787115,0.007141995,0.002041835,0.005805898,0.020743871,0.020743871,LOC107964891,LOC107964891,,107964891,PREDICTED: Apis mellifera THO complex subunit 7 homolog
XM_623208.5,0.952048965,0.983144376,0.004538319,0.075470179,11.68454329,0.015539475,0.000628164,0.01645908,0.010584375,0.01645908,LOC550818,LOC550818,GB43282,550818,PREDICTED: Apis mellifera guanine nucleotide-binding protein G(q)
XM_393332.7,0.951907228,0.983144376,0.003608076,0.059823616,12.33198915,0.003573493,0.000370825,0.003556112,0.01036577,0.01036577,LOC409841,LOC409841,GB48817,409841,PREDICTED: Apis mellifera nuclear protein localization protein 4
XM_394081.6,0.952100435,0.983144376,0.031903464,0.531110906,4.020943949,0.769583392,0.20745371,0.638782673,0.173406211,0.638782673,LOC410603,LOC410603,GB50053,410603,"PREDICTED: Apis mellifera odorant receptor 65a (LOC410603),"
XM_026438856.1,0.952063861,0.983144376,-0.010376472,0.1726097,9.842025512,0.081286024,0.002460703,0.086921623,0.024202059,0.086921623,LOC409821,LOC409821,GB55483,409821,"PREDICTED: Apis mellifera twitchin (LOC409821), transcript variant"
XM_623771.6,0.952047131,0.983144376,0.003637241,0.060483351,11.83183694,0.005894217,0.000569364,0.005910306,0.010405343,0.010405343,LOC551376,LOC551376,GB51707,551376,PREDICTED: Apis mellifera activating signal cointegrator 1 complex
XM_003250146.4,0.952476946,0.983265996,-0.003706947,0.062200664,13.00301769,0.007588094,0.000250877,0.008091905,0.011355891,0.011355891,LOC100576983,LOC100576983,GB54104,100576983,PREDICTED: Apis mellifera uncharacterized LOC100576983
XR_001703292.2,0.952427447,0.983265996,-0.019533961,0.327428402,4.348530396,0.292493225,0.115165465,0.20646261,0.155496084,0.20646261,LOC107964568,LOC107964568,,107964568,PREDICTED: Apis mellifera uncharacterized LOC107964568
XM_026441371.1,0.952305268,0.983265996,0.017093104,0.285779913,4.567066962,0.070234063,0.100267974,-0.023098157,0.144742501,0.144742501,LOC411639,LOC411639,GB51191,411639,PREDICTED: Apis mellifera cytoplasmic dynein 2 heavy chain 1
XR_003306471.1,0.952591215,0.983291409,-0.015840805,0.266442016,4.819045007,0.168842079,0.079555055,0.106095952,0.133418989,0.133418989,LOC113219388,LOC113219388,,113219388,PREDICTED: Apis mellifera uncharacterized LOC113219388
XM_026444401.1,0.952674055,0.983291409,-0.036960771,0.622768873,7.640264522,1.058120942,0.012937437,1.150585769,0.062488729,1.150585769,LOC551094,LOC551094,GB48850,551094,PREDICTED: Apis mellifera fatty-acid amide hydrolase 2-B
NM_001013359.2,0.953179419,0.98336789,0.012871982,0.219229611,5.664745563,0.121021195,0.041588002,0.091485606,0.102596865,0.102596865,Acph-1,Acph-1,,411830,"Apis mellifera venom acid phosphatase (Acph-1), mRNA."
XM_016914576.2,0.952936445,0.98336789,0.005418222,0.091803666,12.60025858,0.022993224,0.000389173,0.024894566,0.010658587,0.024894566,LOC410171,LOC410171,GB51104,410171,"PREDICTED: Apis mellifera filamin-A (LOC410171), transcript variant"
XM_396852.6,0.9529371,0.98336789,0.009315705,0.157842898,7.905260419,0.067971978,0.008278952,0.066464189,0.058025407,0.066464189,LOC413408,LOC413408,GB45986,413408,PREDICTED: Apis mellifera scavenger receptor class B member 1
XR_003304752.1,0.953010308,0.98336789,0.011958383,0.202935796,6.163274337,0.112356102,0.028009507,0.095539305,0.088919546,0.095539305,LOC102656709,LOC102656709,,102656709,PREDICTED: Apis mellifera uncharacterized LOC102656709
XR_003304973.1,0.953138948,0.98336789,-0.015999223,0.272255725,5.113448529,0.202223938,0.075733668,0.146635871,0.121517397,0.146635871,LOC113218885,LOC113218885,,113218885,PREDICTED: Apis mellifera uncharacterized LOC113218885
XM_016917075.1,0.953461119,0.983480523,-0.003521416,0.060338566,12.28103687,0.00993268,0.000412964,0.010509263,0.01033214,0.010509263,LOC550975,LOC550975,GB40297,550975,"PREDICTED: Apis mellifera uncharacterized LOC550975 (LOC550975),"
XM_006558441.3,0.953391664,0.983480523,-0.010092762,0.172678906,6.92524051,0.017732791,0.015356236,0.004119275,0.074097778,0.074097778,LOC102653928,LOC102653928,,102653928,PREDICTED: Apis mellifera uncharacterized LOC102653928
XM_395842.6,0.953561978,0.983481737,-0.003524106,0.060515957,12.58191011,0.006344859,0.000353707,0.006621913,0.010632836,0.010632836,LOC412384,LOC412384,GB54971,412384,PREDICTED: Apis mellifera BTB/POZ domain-containing protein 9
XM_623698.6,0.953694443,0.983481737,0.003481506,0.059955639,12.31926004,0.003513347,0.000427373,0.003433673,0.010356663,0.010356663,LOC412388,LOC412388,GB50867,412388,PREDICTED: Apis mellifera CCR4-NOT transcription complex subunit 9
XM_392398.7,0.953721084,0.983481737,-0.007277061,0.125391815,10.6712856,0.042895644,0.001278572,0.04589075,0.014808152,0.04589075,LOC408868,LOC408868,GB55707,408868,"PREDICTED: Apis mellifera inositol monophosphatase 2 (LOC408868),"
XM_393772.6,0.954154262,0.983839445,-0.013904236,0.241851643,10.6217327,0.159576955,0.001295493,0.174181159,0.015180098,0.174181159,LOC410291,LOC410291,GB46638,410291,"PREDICTED: Apis mellifera dipeptidase 1 (LOC410291), mRNA."
XM_006571478.3,0.954390244,0.983993775,0.006928794,0.121144375,9.058828142,0.040038437,0.00426977,0.039758108,0.03631999,0.039758108,LOC726431,LOC726431,GB54950,726431,"PREDICTED: Apis mellifera uncharacterized LOC726431 (LOC726431),"
XR_003304686.1,0.954696087,0.9842201,-0.026822218,0.472134215,2.857098737,0.264894043,0.41017814,-0.119010522,0.258554011,0.258554011,LOC107964414,LOC107964414,,107964414,PREDICTED: Apis mellifera uncharacterized LOC107964414
NM_001178023.1,0.955397783,0.984397598,0.003678903,0.065777228,12.47230831,0.011803628,0.000348424,0.012631507,0.010495854,0.012631507,Tpx-3,Tpx-3,,408540,"Apis mellifera thioredoxin peroxidase 3 (Tpx-3), transcript variant"
XM_026445150.1,0.955592091,0.984397598,0.012299474,0.220872607,5.632483886,0.1214614,0.042759253,0.090802904,0.103594873,0.103594873,LOC102655229,LOC102655229,,102655229,PREDICTED: Apis mellifera uncharacterized LOC102655229
XM_006562763.3,0.95558516,0.984397598,0.007282397,0.130756063,8.592150033,0.006169073,0.006217745,0.000552326,0.045073699,0.045073699,LOC726449,LOC726449,GB40949,726449,PREDICTED: Apis mellifera homologous-pairing protein 2 homolog
XM_016914268.2,0.955536341,0.984397598,0.003617704,0.064884798,11.20399876,0.00659774,0.000880092,0.006373496,0.011750019,0.011750019,LOC726326,LOC726326,GB50968,726326,PREDICTED: Apis mellifera DNA repair protein XRCC3-like
XM_016914989.2,0.955735488,0.984397598,-0.004361412,0.078575742,10.40970385,0.004314432,0.001637637,0.003102532,0.016884805,0.016884805,LOC410264,LOC410264,GB44926,410264,PREDICTED: Apis mellifera tRNA-dihydrouridine(20) synthase
XM_016915411.2,0.955818034,0.984397598,-0.003751659,0.067716774,12.2947384,0.012509916,0.000436424,0.013320261,0.010340439,0.013320261,LOC412564,LOC412564,GB52008,412564,"PREDICTED: Apis mellifera protein unc-45 homolog B (LOC412564),"
XR_003304209.1,0.95522038,0.984397598,-0.019611577,0.349256099,3.633893335,0.081318511,0.168267892,-0.078932914,0.197671576,0.197671576,LOC113218607,LOC113218607,,113218607,PREDICTED: Apis mellifera uncharacterized LOC113218607
XM_006563929.3,0.95560629,0.984397598,-0.006704163,0.120431181,11.72956859,0.03956772,0.000577335,0.042933673,0.010522102,0.042933673,LOC409255,LOC409255,GB53710,409255,PREDICTED: Apis mellifera active breakpoint cluster region-related
XM_016911246.2,0.955512437,0.984397598,-0.009431672,0.169069357,11.82317528,0.077981845,0.000606163,0.085147179,0.010413955,0.085147179,LOC552399,LOC552399,GB51512,552399,"PREDICTED: Apis mellifera uncharacterized LOC552399 (LOC552399),"
XM_392360.7,0.954982361,0.984397598,0.008721587,0.154497777,12.11532297,0.065119554,0.000442441,0.071166248,0.010277614,0.071166248,LOC408828,LOC408828,GB46768,408828,PREDICTED: Apis mellifera uncharacterized MFS-type transporter
XM_395385.6,0.955737819,0.984397598,-0.007098403,0.127892471,8.654331826,0.023011486,0.005206338,0.02009118,0.043863114,0.043863114,LOC411916,LOC411916,GB43913,411916,"PREDICTED: Apis mellifera 2-amino-3-ketobutyrate coenzyme A ligase,"
NM_001278679.1,0.957259197,0.9849395,-0.003346328,0.062439307,11.49157865,0.007925779,0.000761633,0.007953364,0.010934368,0.010934368,Prp40,Prp40,,413108,"Apis mellifera pre-mRNA processing factor 40 (Prp40), mRNA."
XM_393835.6,0.957291793,0.9849395,0.00384352,0.07177122,10.75584764,0.005673933,0.00125883,0.004978064,0.014194493,0.014194493,LOC410355,LOC410355,GB55091,410355,PREDICTED: Apis mellifera translation initiation factor eIF-2B
XR_001702207.2,0.957333628,0.9849395,-0.014702612,0.2748158,4.679734181,0.188208945,0.08702842,0.119936569,0.139542753,0.139542753,LOC107964068,LOC107964068,,107964068,PREDICTED: Apis mellifera uncharacterized LOC107964068
XM_006571594.3,0.957225287,0.9849395,0.003894744,0.072614553,10.71926921,0.00816796,0.00136248,0.007617725,0.01445614,0.01445614,LOC413378,LOC413378,GB55013,413378,"PREDICTED: Apis mellifera NTF2-related export protein (LOC413378),"
XM_026446132.1,0.957726453,0.9849395,0.014323092,0.270212124,9.658695352,0.199186655,0.0026516,0.216392176,0.026969338,0.216392176,LOC552206,LOC552206,GB40750,552206,PREDICTED: Apis mellifera putative ATP-dependent RNA helicase me31b
XM_016916219.2,0.956780308,0.9849395,-0.005233657,0.096571972,9.758580246,0.009246769,0.002507093,0.007656135,0.025471344,0.025471344,LOC107965508,LOC107965508,,107965508,PREDICTED: Apis mellifera tRNA (guanine-N(7)-)-methyltransferase
XM_006570470.3,0.957612181,0.9849395,-0.003933501,0.074007167,10.6295765,0.007617925,0.001310432,0.007064643,0.01512075,0.01512075,LOC100576761,LOC100576761,GB43237,100576761,"PREDICTED: Apis mellifera protein Spindly (LOC100576761), mRNA."
XM_624351.6,0.957097369,0.9849395,-0.003224107,0.059931634,12.14117889,0.002331853,0.000495074,0.002066845,0.010280328,0.010280328,LOC551969,LOC551969,GB52918,551969,"PREDICTED: Apis mellifera serine protease HTRA2, mitochondrial"
XM_003250221.4,0.957487414,0.9849395,-0.024464759,0.45894203,2.814842645,0.380466589,0.369479316,0.048854374,0.262404044,0.262404044,LOC100576891,LOC100576891,GB50058,100576891,PREDICTED: Apis mellifera uncharacterized LOC100576891
